content,score
"Идея замечательная, но приложение не доработано. Заказал справку о состоянии пенсионных накопления 06.11.19, до сих пор статус в обработке, другие спрааки не стал заказывать, электронные документы не работают, в се время критится ""подождите"". Спрашивпется зачем устанавливал не рабочее приложение...",1
"Ужасное приложение, не заслуживающее даже одной звезды! Даже не думайте устанавливать его в надежде что оно вам поможет! Криворукие разработчики ничего и никогда не смогут сделать нормально в отличии от других нормальных приложений. ""Достоинства"" этого огрызка: 1) Тут вас встретят с ошибкой подключения, даже если у вас лучший интернет в стране. 2) Смс код будет приходить раз в тысячелетие. 3) При попытке получить ЭЦП, проделав немало усилий и введя много информации выдают ""ошибку"".",1
"Не отображается паспорт вакцинации. Звонишь в службу поддержки, грубят, перебивают, сразу несколько операторов говорят по громкой связи (других людей слышно лучше чем того с кем разговариваешь), бросают трубку. Пишешь письмо с вопросом о проблеме, ноль реакции. И эти бесконечные смс коды подтверждения раздражают.",1
"Самое убогое придожение в play markete, постоянно ошибки сервера , блин кто нибудь у вас умеют работать или нет, что за безобразие, элементарно чтоб посмотреть в цифровые документы нужно ждать по 2 часа пока система отдуплиться, не советую качать и тратить нервы, лучше удалить и ваще не пользоваться!",1
Ужасная работа приложение все зависает и не пускает. Вы делаете государственное приложение и через такую ж! Покорно частные компании выпускают приложение гораздо лучше и удобнее и без сбоев. Я не могу получить эцп только одноразовый вход не пускает и пишет постоянно обратитесь позже Жена не Может встать на учет по беременности по тому что все завязано через этот проеклятый Егов . Ни одна больница не берется за ведение так как ваш сервер вечно зависает и не работает ! Человек быстрее родит.,1
"Невозможно даже авторизоваться. Все формы входа виснут. Вход через логин и пароль присылает проверочный код, но форма сбрасывается на начало и так по кругу... Время на написание заявления или жалобы ограничено, потом страница сбрасывается и процедура подачи нарушается - возвращаемся на начало",1
"Не могу зайти в приложение , удалила его не тратить нервы. Была ранее зарегистрирована и после обновления не могу авторизоваться, после ввода номера телефона приходит смс с кодом после ввода кода выходит информация ""Ваши данные отправлены на модернизацию ждите смс"". Две недели попыток не увенчались успехом .",1
"В текущей версии егов сделали какой-то дебилизм :( даже если у тебя есть текущие ключи ЭЦП, по ним ты зайти не сможешь... Нужно получать новые, но из егов мобайл часть справок получить не можешь. И вот тут то и проблема... Получив новые ключи егов, будут работать только в мобильной версии. При попытке скачать ключи ЭЦП тебя пошлют, и ты ничего ты не скачаешь :( пользуйся только мобайл версией, но функционал у ней не полный. Что дальше делать решительно не понятно.... Только ехать в цон...",1
"Работаспособность низкая,приложение оставляет желать лучшего,постоянные оповещения об ошибке NOT_FOUND и не понятно что это значит,ожидание какой либо справки растягивается неимоверно долго,приложение требует явной оптимизации",1
"Я смогла зайти и авторизоваться, но потом началось веселье. Хотела изменить номер телефона, не получается, выдает слишком долгую загрузку. Смс не приходит с подтверждением номера. Понимаю, система перегружена, но неужели не найдется во всей стране человека который пофиксил бы все эти баги?",1
"Самое ужасное приложение которое только можно было создать! Вы там хоть разбираетесь в чем-то? Целый день потратила на то, чтоб авторизоваться и до сих пор не могу этого сделать! Каждый раз вылетает,не успевая зайти! Позорное приложение, не достойное скачивания! Разрабы - делайте свою работу хорошо!",1
"Самое убогое приложение которую придумали чтобы усложнить жизнь людей, никак не зайти и никак не зарегистрироваться, у все через ж*пу! Можно ведь сделать все попроще! Везде ошибки, при регистраций выкидывает и все по новой. При входе ошибка. Вообще для чего и для кого вы придумали это приложение?",1
". Ашык естественно работает . Невозможно ничего сделать то что нужно А то что не нужно само собой уже есть .Получение услуг через eGov mobile стало удобнее. Мы не просто переносим новые услуги в новое приложение, а полностью переосмысливаем сами услуги. Вам не придется вводить ваши же данные при получении услуг, данные будут автоматически заполняться из личного кабинета eGov. Ну просто нет слов ждите 30 мин и ваш сеанс исчерпан. Красиво написали",1
"Истек срок ключа в марте 2021г,через моб.приложение получить или зарегистрироваться не получается.Т.к.видео проверка пишет не найдено лицо.Хотя все разрешения на фото,видео есть,андроид 10.Через телефон мужа пыталась,видео проверку прохожу,но при создании пароля пишет неверный пароль,хотя все открыто по правилам там прописанным.В итоге приехала в цон открыла ключ ЭЦП через менеджера,хотела зайти в моб. версию,набираю пароль (установленный менеджером)пишет неверно.Хотя через комп зашла,все верно.",1
"Ужасное приложение, я не могу пройти регистрацию ни в приложении, ни на официальном сайте ""egov"". Ссылка которая должна открываться в приложении Egov при регистрации, просто напросто блокируется браузером, так как Ваш сайт считается вредоносным/мошенническим на определенных браузерах (например Google Chrome), из-за Вашей халатности многие пользователи удалившие/несоздавшие аккаунт тепепь должны страдать.",1
"Да уж. Конченный сайт ЕГОВ. Хочешь войти, не можешь. Одноразовый пароль не хочет присылать. Ключ ЭЦП пароль принимать не хочет. Приложение для регистрации на смарфлне требует одноразовый пароль, но так как с ОП бот посылает на XYZ войти не возможно. У вас програмисты случайно не в минском отделении ВГ работали раньше? А то узнаётся подчерк.",1
"Совсем недоработанное приложение, нет возможности сохранить эцп на устройство, ну или ссылаться на это приложение при подписи. Хотел зайти через браузер, пароль не принимает, эмайл не дает свой сохранить, только местного цона. Придется идти в цон(((",1
"Зачем выпускать приложение в такой сырой версии? У вас банальные ошибки, которые плавают на поверхности. Что уже говорить о том, что текст наложен друг на друга. Тут не хватит места, если начать расписывать все проблемы. Вы либо сделайте приложение с умом, либо удалите его.",1
"Приложение полное разочарование! Не работает и невозможно авторизоваться! Старая версия была гораздо лучше! А эта вообще просто невозможное...! Раз 10 пробовал авторизоваться, в 10тый раз уже со злости чуть телефон не разбил! Жаль что нельзя поставить минус 5 звезд...",1
Мне кажется что кто то занимается деверсией цыфроаизации граждан. Все настолько криво работает что кажется там сидит разработчик и вообще не чего не понимает что делает. Приложение для пиццы или тому подобное работает лучше и стобильнее. Вообще бред. Авторизоваться не как как ошибки просто зависает белый экран кароче капец.,1
"С недавнего времени перестало работать приложение, даже справку взять не реально, только одна надпись услуга недоступна, и это уже неделю. А нужно было взять одну справку. После последнего обновления вообще не одна услуга не работает, услуга не доступна. По этому 1. Почините",1
"После обновления вообще не могу зайти в цифровые документы(пишет, что на моём устройстве эцп ключи не найдены, нужно снова регистрироваться, хотя ключи у меня есть и срок ещё до середины лета.Ну, ладно, я снова прохожу регистрацию digital id, и на этом... всё.... Пишет, что документ не найден и номер телефона тоже...). Мне, чтобы Паспорт вакцинации посмотреть, нужна такая нервотрёпка? Что- нибудь хорошее будет наконец- то?",1
"Очень тупое приложение Большинство услуг работают некорректно Лучше сразу пользоваться сайтом, не надеясь на egovmobile Водительское удостоверение заменить через сайт не удалось Получить справку о несудимости не удалось Получить справку с Наркологии и Психиатрии не удалось Предлагаю разработчикам удалить приложение с плеймаркета до лучших времён, а пока заняться его отладкой и настройкой Если это важно, использую Samsung Galaxy S20, все приложения обновлены до последней версии",1
"Что Вы сделали с приложением вообще, не работает и при каждом входе нужна индификация изображения т.е фото лица, и то Оно через 10-раз срабатывает если повезёт конечно... ВЕРНИТЕ СТАРУЮ ВЕРСИЮ... ЕСЛИ ЧЕТНО ЗА ТОКОЕ ОБНОВЛЕНИЕ, ВООБЩЕ НЕ СТОИТЕ ЗВЁЗД",1
"Ужасное приложение. Разработчикам руки повыдирать нужно. Ваш лозунг ""народ обязан страдать"" постоянно актуален. Залогироваться просто не возможно. Ни пин код ни отпечаток пальца не воспринимает. Только через ИИН и смс код. Заказываешь справку пишет ожидание 20 минут и после выкидывает из приложения.",1
Ужас слов нет. Камера фотает не правильно. То приблизся то отодвинься. Издевательство. Ровно держишь лицо всеровно пол лица фотает. Раньше по смс заходила было удобно с одноразовым паролем. Верните ту версию по смс. Ужасно. Не издевайтесь над людьми. Накипело.,1
"Уважаемые разработчики! Я все понимаю что для удобства своих клиентов, вы разработали данное приложение. Но есть одно но, я никак не могу пройти регистрацию в вашем приложении, при прохождении биометрического айди, для подтверждения овал лица просит разрешение документов, Выходит белый фон при нажатии разрешить Жду ваш ответ.",1
"Чтобы мне пройти регистрацию, пришлось идти в цон, за ЭЦП, спустя некоторое время, мне все же удалось пройти регистрацию. И чтобы мне заказать справку он начинает зависать и после отключается, приложение не работает должным образом. Думаю пустой тратой времени, легче с компьютера зайти на сайт и взять нужную справку.",1
"Приложение как всегда болеет, при входе ошибка 301, восстановите доступ к ссылкам. И ответьте почему нацкомпания нарушает законодательство? У Digital Id сервера находятся в Нидерландах, я не даю согласия на хранение своих данных за границей. Почему принуждаете хранить персональные данные на серверах иностранной компании?",1
"Обнаружился явный глюк в программе - некорректно считывает 20 значный номер счета. Через телеграмм-бот связалась с оператором, отправила все скрины. Бери - и исправляй, все наглядно. Но зачем исправлять явные ошибки? На следующий день заявку закрыли, написали, что нужно обращаться в КГД. Зачем, спрашивается? Это явный косяк ПО. Никакого интереса у разработчиков исправлять свои же ошибки нет. Жалко нельзя поставить 0 звёзд.",1
"Присоединяюсь к негативным отзывам, не могу получить паспорт вакцинации. Белый экран. Доработайте уже приложение. Upd: Проблема решается переустановкой приложения. 2Upd: Вообще перестало работать, приложение вылетает с самого начала.",1
"Приложение нормально работает однако сроки оказания гос услуг не соблюдаются, Невозможно увидеть в реальной времени статус заявки например направил заявку в 9 утра последний данные так и стоят 9 утра когда как уже 3 дня прошло не поймёшь на какой стадии заявка, так Паспорт здоровье запустили, написали что это такое, но в последней оьновлении не открывает выдаёт ошибку сайта",1
"Ужасное приложение в котором регистрации нет,войти можно только зарегистрировавшимся пользователям и то которые намучавшись с регистрацией в компьютере,где требует к приложению скачивание дополнительных программ,которые мне к примеру на х не нужны не факт что будут работать.Придумали полнейшую ку..ню,чтоб люди мучались и уходили ни с чем.А малообразованные люди и подавно не зарегистрируются.Подлое отношение к людям как в стране,так и в подобных приложениях процветает на Барьер на барьере.",1
"Самая конченная разработка второсортных людей третьесортный страны. Программа можно сказать абсолютно не работает, кривляться перед камерой 4 часа и все равно не заходит она. Биометрическое опознание это не ваш уровень. Ваш уровень это нормально хотя бы сделать с паролем.",1
"Худше и бесполезнее приложение, чем это не найти. Не могу выразить всю злость, там в разрабах тролль что ли сидит? Фэйс контроль пройти вообще нереально! Что через ноут, что через телефон. То приблизьтесь, отодвинтиесь, лицо по центру, а я что делаю по вашему??? Даже одну звезда слишком много для такого приложения.",1
"Отвратительное приложение, у нас как всегда все делается через пятую точку.невозможно в один день поставить брони ,на разные услуги,приходится ждать неделями.приложение постоянно зависает,вылетает ,не приходит смс с кодом.",1
"После очередного обновления, внедрившего обязательную биометрическую авторизацию, авторизоваться стало проблематично: SMS - ИИН - запуск камеры и облом, камера тупо не включается. В Android 11 разрешения на камеру стоят, но показывает статичный овал и за ним серый символ Play и всё...",1
"Отвратительное приложение, сколько раз пытался авторизоваться для получения ЭЦП, пишет не правильный формат почты. Это действительно издевательство над людьми. С такими приложениями очереди в цоне не станут меньше никогда. Ужасное просто ужасное приложение все нервы высушили до предела.",1
"Днём скачала, один раз зашла и всё. Вечером уже не работает, одноразовый пароль не подходит, выдаёт ошибку и хоть застрелись. Данные заполняю правильно, чего там сложного: иин и номер телефона. С эцп вообще ничего не понятно. Только сегодня зарегистрировалась в цоне.",1
"Приложение кривое, регистрация через одно место сделано, чтоб зарегистрироваться с бубном танцевать необходимо, как вот взрослым людям этим приложением пользоваться, ответьте разработчики, вот зачем электронная почта для регистрации обязательная нужна? Нельзя просто как дополнительную функцию или необязательную для заполнения полем оставить? Просто номера телефона недостаточно?",1
"Пройти видеорегистрацию не реально. Сто раз просит приблизиться, отодвинуться. По увеличенном овале слева мешает рамка и закрывает часть овала, соответственно лицо никак туда не помещается. Не могут нормально сделать элементарные вещи.",1
После обновления не могу авторизоваться и не могу войти в личный кабинет егов мобайл. Верните вход с одноразовым смс -кодом или через электронную почту. Все шаги авторизации прохожу правильно. Но система выдает ошибку и возвращает на начальную стадию.,1
"Полный отстой , как и все в Казахстане. Всё что связано с электронными носителями. Айтишников наверное по объявлению с улиц набирают. Постоянно весит сканер полное @@@но у ментов программу попросите быстрей работать будет. Чтобы получить эцп . Я получил 36 смс. 36 раз сканировать, плюнул. Полный отстой. Но деваться некуда придётся терпеть.",1
"Я за такое обслуживание, даже одну звезду не оставила бы. Во первых не реально дозвониться до оператора. Операторы грубые. Забыли поставить на ожидание и там чуть ли не криком ОНА говорит что делала это. И второе. База с документами, а нет информации ни какой, ни о семейном положении, ни страховки, ни трудоустройство. Я в течении трех дней обновлял а результата 0.",1
"Пишет неправильный формат даты рождения при идентификации. Нужно через точку писать дд. Мм. Гг. А пишет приложение только через тире. Как всегда гос приложения и гос услуги в Казахстане работают хуже всех. Каспий, вацап, Яндекс такси, Индравер, инстаграм, тик-ток никогда не бывает проблем. Только у государства, цона и гос службы вечно проблемы с приложением и программами. Надо разобраться с приложением немедленно. Ставлю 1 звезду. Почта разраба не верная. Писать жалобы бесполезно.",1
"Как только приложение начало использовать face ID, с этого самого момента не могу авторизоваться. Просто ужс какой-то... Уже и в поддержку обращался, и переустонавливал приложение. Время идёт, а приложение просто занимает место в телефоне. Что делать не знаю. Может face поменялся)). Как быть, кто знает?",1
"Во первых не проходит видео регистрация! Во вторых не проходит и меил хотя он официально зарегистрирован, либо пароль в неправильном формате! 6 дней не могу зарегистрироваться! То одно то другое! То до этого формат и меил нормальный был пароль неправильный! Теперь у нас наоборот и меил неправильный пароль подходит!",1
"По какой причине приложение требует при входе RSA, ведь это явное нарушение безопасности! После этого даже пользоваться им не хочется, не может официальное приложение так наплевательски относится к правилам безопасности. Дополняю после ответа разработчика: Смысл двух сертификатов (на вход и на подписание) во все не в удобстве! А именно в безопасности!!! Если вы идиоты не в состоянии это понять не понимаю кто вам доверил разрабатывать приложение.",1
"После последнего обновления нет возможности авторизоваться по ЭЦП. При попытке выдаёт ""На вашем устройстве не обнаружены файлы ЭЦП. Для получения доступа ко всем функциям приложения, вы можете получить ЭЦП"". Зачем мне получать ещё одну ЭЦП когда она уже имеется?",1
"Не запускается, пишет, что невозможно запустить на устройстве с рут правами. Но при проверке любой программой видно, что рут права отсутствуют. Их вообще получить на мою модель телефона невозможно. Не могу пользоваться приложением по итогу",1
"Что вы сделали с приложением теперь он видит старый мой эцп. Еще требует создать новый. Нет возможности зайти через номер, какой умственно отсталый разраюотчик придумывал вход в приложение. Нужно его найти и отправить на лечение, так как он угроза для нашего общества, создавая на столько корявый вход в приложение",1
"И как получить справку через это приложение ""справку о зарегистрированных правах (обременениях) на недвижимое имущество и его технических характеристиках"" на вторичку Попробуйте сами, ошибка выходит. Пишет вести адрес, но нигде ввод адреса не выдаёт. Сырое приложение.",1
"Ужас! Это тихий ужас! Зачем муссировать информацию о доступности этого приложения, если оно вообще недоступно?! Это просто пустышка! Ничего не открывается, ничего не отправляется - просто кошмар! Все новости на тему регистрации - это блеф! А если кто-то и отзывается положительно, так это подставные лица. Ничего сделать невозможно. Эта информация идёт только для отчёта о якобы стараниях нашего правительства. Вот если банкам дано такое задание - дать отсрочку от платежей, банки сделали.",1
"Не могу зайти, ни в старое приложение, ни в новое. Придётся опять идти в ЦОН и стоять в очереди??? Зачем так усложнять и без того сложное состояние народа, с работы не отпроситься, в ЦОНах всегда очередь, а последние технологии нам не доступны в силу каких-то ""неизвестных ошибок"". Ни в поликлинику не зарегистрироваться, ни к врачу записаться, спасибо за такое ""полезное"" приложение!!!!",1
"Загрузила приложение только из-за паспорта вакцинации - страница не загружается, постоянно выходмюит Ошибка. Удалила приложение и опять загрузила - опять тоже самое. Сделайте тогда, чтобы паспорт вакцинации можно было получить и распечатать через компьютер, раз у вас не получается нормально отрегулировать через мобильный egov!!!",1
"После последнего обновления не могу просмотреть цифровые документы, белый экран и все. Приложение не надежное в нужный момент может подвести в общем полное дно. Разрабы как вам позвонить, не написать а позвонить, сказать вам пару ласковых слов.",1
"В цоне сказали скачать приложение и сделать бронирования чтобы мог сделать кое какие документы. Сижу уже какой раз не могу сделать бронь, потому что выходит ошибка!!!! У меня вопрос , нафига разрабатывать приложение если она епрст не работает. Так же читаю некоторые комментарии такого рода и много других. Вам не стыдно разработчики ?????",1
"Нервов уже не хватает,зайти в приложение невозможно,от слова совсем!!! Выпустить новые ЭЦП это вообще какой-то недостижимый фокус,который наверное доступен только тем,кто это приложение разрабатывает!!! Все чиновники говорят о цифровом государстве,а у нас простая программа не может работать нормально.... А уж чтобы сотрудники ЦОНа смогли помочь а решении проблемы,так это вообще атас",1
Старая версия была намного лучше и удобнее. Сейчас невозможно получить услуги мгновенно и вечно статус в обработке стоит! Некоторые услуги вообще не открывает... например запись на тестирование олк. Доработайте пожалуйста!!!,1
"Мерзкое приложение. Всё время выкидывает, когда думает показать документ который я прошу или нет. Просит короткий код из 4 цифр, правильный код не подходит, приходится заходить с самого начала. Снова набирать ИИН, телефон, ждать код итд. Чтобы получить 1 документ седым станешь, и от потеренного времени, и от потеренных нервов",1
"Какая рукожопая прога! Создателей в топку! А мы еще над автовазом ржём - да их рукожопость по сравнению с этими, просто шедевр! (обновление коммента) сегодня обнаружил, что не открываются документы, пустая страница. Оказывается у многих такая проблема. Цифровой Казахстан рулит))",1
"Не могу просто зарегистрироваться в БМГ. Неверный формат Эл.почты. А каким он должен быть? Где удобства? Скачивая приложение ожидаешь, быстрый и удобный вход. Всё равно нужно идти в Цон. Через сайт получить ЭЦП- 7 кругов ада. 2 сутки не могу зарегистрироваться в БМГ. Приложение не выполняет свою функциональность.",1
"Ну вот почему после обновления я не могу войти в свой профиль? Повторяет одно и тоже [ошибка], после пройдите авторизицию повторно? Издевается что ли? Пароль я задавала разные, не помогает всю равно. Месяца полтора уже прошло как не могу войти в это приложение😡 когда это уже исправят?",1
"Ребята он лайн у нас только адресные справки делаются и все наше правительство не доросло до ""он лайн""заказал себе дубликат тех паспорта оплатил и фиг получил!!! Пришлось бежать в егов центр там ребята не профессионально обученные пнули в ЦОН от туда в БТИ от туда в арзив короче и денег нет и документа нет! Лучше не поленитесь делайте все по факту!",1
"Постоянно что-то в нем не работает. То справки не появляются то целые разделы не функционируют. Кнопка цыфровые документы вообще выводит просто белый экран и тишина. Разработчики, вы вообще Что-нибудь делаете?",1
"НЕдоработано!!! Самое примечательное, что старое приложение стало недоступным - только ссылка на скачивание нового. Видимо, разработчикам очень нужно было отчитаться об освоении бюджетных средств до конца года. Это как горячий асфальт в снег укладывать...",1
Не удается получить ЭЦП ключ. Выдает ошибку полсе набора пин кода диджитал. Не просите чтоб я отправил свои данные и информацию о версиях приложений. Это у всех так не работает. Решите лучше проблему. Вы же читаете отзывов что много людей жалуются на это. Это баг приложений . Посмотрите на оценки пользователей и делайте сами вывода. Никто не доволен работой программы. Все поставили 1 звездочку. Безтолковые разработчики 👎,1
"За 3 года мне так и не удалось авторизоваться в приложении. Со времен пандемии и ашыка. Спасибо разрабам за это. Я везде хожу подготовленная, с бумажками, потому что я знаю - помощи ждать неоткуда, егов мобайл для меня мёртв, оттуда ничего не вытащить. Хотя я полноценный пользователь браузерной версии егов, даже эцпшка есть. ""Данные по вашему иин не найдены"". Вот бы вам с каким-нибудь сервисом так же долго и беспросветно любиться.",1
"Чтоб заказать услугу или получить документ куча ссылок, кодов, и прочего. Как-то хотел регистрацию по месту жительства сделать так она оказывается работает только в браузере. А я три дня звонил во все колл центры. Уточняйте хотя бы тогда что работает у вас в приложении а что надо через браузеры на сайте делать.",1
"Зы. Возникла хорошая идея. Написать запрос Мусину Б., через egov. Возможно он поможет. Сколько не пытался получить цифровые документы, пишет одно и тоже ""ваши документы сейчас загружаются"". Подскажите, как долго надо ждать загрузки? Неделю, месяц, год? Ps отправил запрошеные данные, пока ничего не изменилось. До сих пор ""загружаем документы"" (((( Pps. Ни ответа, ни привета от разработчиков(((. Удалил это ""чудо""-приложение Может вернусь к нему, когда что-то исправят (",1
"Просто в ахуе от этого приложения, не могу просто авторизацию проити, прочитал отзывы.... И тут всё стало на свои места))))) максимально безполлезное приложение. Я не знаю как мне даже тут подать заявку на легализацию авто, если невозможно просто авторизацию проити",1
"Закончился срок действия ключа, хотела зайти через одноразовый пароль, но программа не запускает, ссылка что я не зарегестрировалась в мобильном приложении mGov, но и это приложение давно себя исчерпало, версия обновлялась в декабре того года и вообще не открывается.",1
"Больше двух недель не могу войти в приложение, данные по Digital Id проходят модерацию, и должно прийти смс но не приходит. Зачем ограничивать авторизацию в приложении только одним способом причем нерабочим? На сайт Егов я могу зайти через смс и пароль а здесь такой функции нет. Бесполезное приложение.",1
"Ужасно неудобно , постоянные технические неполадки. Нет функции запомнить меня , приходится авторизоваться каждый раз заново даже со своего телефона ,что очень неудобно. Интуитивно непонятные виды услуг.",1
"Обновился, теперь не по ключу, не одноразовый вход не работают. Вы специально обновились во время карантина, чтобы не возможно было им пользоваться? Что происходит, разработчики исправьте срочно, оно не работает совсем.",1
"По какому принципу в приложении отображаются документы? Обновили приложение, теперь можно получить свой студенческий билет 2009 года (честно говоря мне он нафиг не нужен) но не отображает ревакцинацию, у кого то отсутствуют свидетельства о наличии детей или законного брака. Смысл в этом приложении какой? Проще за деньги вытащить эти документы у ""помогаек"" чем через приложение ) ежемесячно отчисляешь налоги и ОСМС, а программа выдает последний платеж совершенн 01.07.2021 года.",1
